pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,A,P,SAN JOAQUIN,200,C,0.036913823,14,5-022,5-022.01,SAN JOAQUIN VALLEY,Central Delta Water Agency GSA,81.59719761,0.036913823,1
CA3901213,SUNNY ROAD WATER SYSTEM,A,P,SAN JOAQUIN,30,C,0.003257531,5,5-022,5-022.01,SAN JOAQUIN VALLEY,Central San Joaquin Water Conservation District GSA,114.3589724,0.003257531,1
CA3900505,FARMINGTON WATER COMPANY,A,L,SAN JOAQUIN,270,C,0.147373119,5,5-022,5-022.01,SAN JOAQUIN VALLEY,Central San Joaquin Water Conservation District GSA,114.3589724,0.147373119,1
CA3900579,CENTURY MOBILE HOME PARK,A,P,SAN JOAQUIN,50,C,0.002812214,5,5-022,5-022.01,SAN JOAQUIN VALLEY,Central San Joaquin Water Conservation District GSA,114.3589724,0.002812214,1
CA3910004,"LODI, CITY OF",A,L,SAN JOAQUIN,63715,C,13.99152732,10,5-022,5-022.01,SAN JOAQUIN VALLEY,City of Lodi GSA,13.99682685,13.96629282,0.998196444
CA3910005,"MANTECA, CITY OF",A,L,SAN JOAQUIN,81664,C,20.91983027,6,5-022,5-022.01,SAN JOAQUIN VALLEY,City of Manteca GSA,20.91979238,2.280439312,0.1090085
CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,A,L,STANISLAUS,50,C,113.4137433,6,5-022,5-022.01,SAN JOAQUIN VALLEY,City of Manteca GSA,20.91979238,18.62640258,0.164234087
CA3910005,"MANTECA, CITY OF",A,L,SAN JOAQUIN,81664,C,20.91983027,6,5-022,5-022.01,SAN JOAQUIN VALLEY,City of Manteca GSA,20.91979238,18.62640258,0.890370636
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,A,P,SAN JOAQUIN,172105,C,38.83303044,8,5-022,5-022.01,SAN JOAQUIN VALLEY,City of Stockton GSA,61.46108107,25.29313513,0.651330448
CA3910012,CITY OF STOCKTON,A,L,SAN JOAQUIN,161327,C,36.9752904,8,5-022,5-022.01,SAN JOAQUIN VALLEY,City of Stockton GSA,61.46108107,35.93059721,0.97174618
CA3901215,SAN JUAN VISTA,A,P,SAN JOAQUIN,100,C,0.006627323,8,5-022,5-022.01,SAN JOAQUIN VALLEY,City of Stockton GSA,61.46108107,0.00660909,0.997248867
CA3900726,BENTLEY TRAILER COURT,I,P,SAN JOAQUIN,84,C,0.002311891,8,5-022,5-022.01,SAN JOAQUIN VALLEY,City of Stockton GSA,61.46108107,0.00231188,0.999995092
CA3900732,V & P TRAILER COURT WATER SYSTEM,A,P,SAN JOAQUIN,35,C,0.00212002,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.000299687,0.141360368
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,A,L,SAN JOAQUIN,5924,C,0.856779091,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.823524303,0.961186276
CA3900558,RANCHO SAN JOAQUIN WATER SYS,A,L,SAN JOAQUIN,141,C,0.046163757,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.045031989,0.975483617
CA3900927,SPRING CREEK ESTATES PWS,A,L,SAN JOAQUIN,90,C,0.021804122,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.021427631,0.982733046
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,A,L,SAN JOAQUIN,1851,C,0.302479135,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.299595433,0.990466443
CA3900561,LODI LAKE MOBILE HOME PARK,A,P,SAN JOAQUIN,104,C,0.007153509,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.007151926,0.999778748
CA3900664,NEW HOPE LANDING GENERAL STORE,A,P,SAN JOAQUIN,125,C,0.005639305,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.005639305,1
CA3900762,RIVERSIDE MOBILE HOME PARK,A,P,SAN JOAQUIN,55,C,0.008074347,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.008074347,1
CA3910009,SAN JOAQUIN COUNTY - THORNTON,A,L,SAN JOAQUIN,964,C,0.565179621,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.565179621,1
CA3900721,WOODBRIDGE MOBILE ESTATES,A,P,SAN JOAQUIN,110,C,0.005110523,19,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 1,79.29532397,0.005110523,1
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,A,P,SAN JOAQUIN,172105,C,38.83303044,20,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 2,10.70554262,10.61042562,0.273231975
CA3901474,"HESKETT, JOE WATER SYSTEM",A,P,SAN JOAQUIN,39,C,0.003979695,20,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 2,10.70554262,0.003958315,0.994627642
CA3900637,BIG WHEEL MOBILE HOME PARK,A,P,SAN JOAQUIN,120,C,0.006179121,20,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 2,10.70554262,0.00615774,0.996539904
CA3900964,SAHARA MOBILE COURT,A,P,SAN JOAQUIN,300,C,0.022494235,20,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 2,10.70554262,0.022494235,1
CA3901081,MOBILE VILLAS TRAILER PARK,A,P,SAN JOAQUIN,130,C,0.004763379,20,5-022,5-022.01,SAN JOAQUIN VALLEY,County of San Joaquin GSA - Eastern San Joaquin 2,10.70554262,0.004763379,1
CA0510006,CCWD - JENNY LIND,A,L,CALAVERAS,9592,C,18.4619969,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,7.814149537,0.423255923
CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,A,L,STANISLAUS,168,C,0.136931173,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.06167409,0.450402119
CA5000165,WOODWARD RESERVOIR WATER SYSTEM,A,L,STANISLAUS,26,NC,18.10737835,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,9.378193514,0.517921111
CA5000237,NORTH OAKS MUTUAL WATER CO,A,P,STANISLAUS,234,C,0.810902769,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.500905878,0.617713858
CA5000298,ORANGE BLOSSOM RECREATION AREA,A,F,STANISLAUS,26,NC,0.01600475,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.013976728,0.873286216
CA5000060,CASA DE AMIGOS MOBILE HOME PARK,A,P,STANISLAUS,220,C,0.013328871,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.013328871,0.999999987
CA0510019,CCWD - WALLACE,A,L,CALAVERAS,340,C,4.179022249,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,4.179022249,1
CA0510012,CAMANCHE SOUTH SHORE-EBMUD,A,L,CALAVERAS,180,C,0.057455923,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.057455923,1
CA0500069,EL TORERO RESTAURANT,A,P,CALAVERAS,225,NC,0.001572919,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.001572919,1
CA0500104,BURSON FULL GOSPEL CHURCH,A,P,CALAVERAS,80,NC,0.000634572,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.000634572,1
CA5000071,TWIN CYPRESS MOBILE HOME PARK,A,P,STANISLAUS,112,C,0.010471906,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.010471906,1
CA0510010,VALLEY SPRINGS PUD,A,L,CALAVERAS,900,C,0.330728413,12,5-022,5-022.01,SAN JOAQUIN VALLEY,Eastside San Joaquin GSA,197.5366233,0.330728413,1
CA3910019,LINDEN COUNTY WATER DISTRICT,A,L,SAN JOAQUIN,1784,C,0.473732325,7,5-022,5-022.01,SAN JOAQUIN VALLEY,Linden County Water District GSA,0.473832143,0.472154744,0.996669891
CA3910008,LOCKEFORD COMMUNITY SERV. DIST.,A,L,SAN JOAQUIN,2500,C,1.229013218,9,5-022,5-022.01,SAN JOAQUIN VALLEY,Lockeford Community Service District GSA,1.230048605,1.196366838,0.973436917
CA3900842,DOUBLE L MOBILE ESTATES,A,P,SAN JOAQUIN,320,C,0.021836521,9,5-022,5-022.01,SAN JOAQUIN VALLEY,Lockeford Community Service District GSA,1.230048605,0.021836521,1
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,A,P,SAN JOAQUIN,100,C,0.006339754,9,5-022,5-022.01,SAN JOAQUIN VALLEY,Lockeford Community Service District GSA,1.230048605,0.006339754,1
CA3900559,WINE COUNTRY APARTMENTS,A,P,SAN JOAQUIN,40,C,0.06971919,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.019122618,0.27428055
CA3900559,WINE COUNTRY APARTMENTS,A,P,SAN JOAQUIN,40,C,0.06971919,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.050596572,0.72571945
CA3900831,ARBOR MOBILE HOME PARK WS,A,P,SAN JOAQUIN,340,C,0.050990269,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.050596572,0.992278973
CA3901092,SAN JOAQUIN WATER WORKS #2,A,L,SAN JOAQUIN,293,C,0.110504729,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.110504729,1
CA3900504,CLEMENTS WATER WORKS #43,A,L,SAN JOAQUIN,120,C,0.129273416,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.129273416,1
CA3900719,MOKELUMNE MOBILE SENIOR PARK,A,P,SAN JOAQUIN,55,C,0.009772015,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.009772015,1
CA3901217,HAYNES BOARD & CARE HOME,A,P,SAN JOAQUIN,41,C,0.031037753,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.031037753,1
CA3901303,ACAMPO WATER SYSTEM,A,L,SAN JOAQUIN,150,C,0.055603047,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.055603047,1
CA3901304,ENCLAVE AT THE DELTA,A,P,SAN JOAQUIN,39,C,0.003807414,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.003807414,1
CA3901074,TWIN OAKS MOBILE PARK,A,P,SAN JOAQUIN,255,C,0.012288832,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.012288832,1
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,A,P,SAN JOAQUIN,70,C,0.001545515,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.001545515,1
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,A,P,SAN JOAQUIN,75,C,0.029351808,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.029351808,1
CA3901276,HANOT FOUNDATION INC,A,P,SAN JOAQUIN,38,C,0.007814301,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.007814301,1
CA3900596,VILLA CEREZOS,A,P,SAN JOAQUIN,200,C,0.014044584,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.014044584,1
CA3900586,B&G MOBILE HOME PARK LLC WS,A,P,SAN JOAQUIN,50,C,0.003461398,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.003461398,1
CA3900837,LODI HOMES,A,P,SAN JOAQUIN,39,C,0.005288227,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.005288227,1
CA3901075,FAIRWAY ESTATES PWS CSA-18,A,L,SAN JOAQUIN,68,C,0.052043066,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.052043066,1
CA3900844,COUNTRY MANOR MHP,A,P,SAN JOAQUIN,75,C,0.01071285,11,5-022,5-022.01,SAN JOAQUIN VALLEY,North San Joaquin Water Conservation District GSA,232.9419552,0.01071285,1
CA5000298,ORANGE BLOSSOM RECREATION AREA,A,F,STANISLAUS,26,NC,0.01600475,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.002028022,0.126713784
CA5000165,WOODWARD RESERVOIR WATER SYSTEM,A,L,STANISLAUS,26,NC,18.10737835,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,4.736679713,0.261588377
CA5000237,NORTH OAKS MUTUAL WATER CO,A,P,STANISLAUS,234,C,0.810902769,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.309996891,0.382286142
CA5000483,RIVER OAK GRACE-WATER SYSTEM,A,P,STANISLAUS,500,NC,0.018499193,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.018499193,1
CA5000503,OAKDALE CHEESE & SPECIALTIES,A,P,STANISLAUS,25,NC,0.003736184,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.003736184,1
CA5000500,KINGDOM HALL JEHOVAH WITNESS,A,P,STANISLAUS,100,NC,0.003242931,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.003242931,1
CA5000132,VALLEY HOME SCHOOL TEXAS,A,L,STANISLAUS,80,NTNC,0.004816857,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.004816857,1
CA5000175,SHIVELY'S BAR & GRILL,A,P,STANISLAUS,26,NC,0.000707954,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.000707954,1
CA5000581,PIONEER EQUINE HOSPITAL WATER SYSTEM,A,P,STANISLAUS,25,NTNC,0.028056378,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.028056378,1
CA5000277,VALLEY HOME SCHOOL PIONEER,A,L,STANISLAUS,26,NTNC,0.014481591,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.014481591,1
CA5000447,RIVER ROAD PLAZA,A,P,STANISLAUS,25,NTNC,0.001903131,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.001903131,1
CA5000446,WHISKEY RIVER SALOON,A,P,STANISLAUS,26,NC,0.005098023,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.005098023,1
CA5000177,SHADY LAWN FARM (SUMMER  CAMP),A,P,STANISLAUS,150,NC,0.041378765,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.041378765,1
CA5000082,4N MOBILEHOME PARK,A,P,STANISLAUS,65,C,0.005721198,16,5-022,5-022.01,SAN JOAQUIN VALLEY,Oakdale Irrigation District GSA,49.14287624,0.005721198,1
CA3910023,OAKWOOD LAKE WATER DISTRICT-SUBDIVISION,A,L,SAN JOAQUIN,891,C,1.065006502,15,5-022,5-022.01,SAN JOAQUIN VALLEY,South Delta Water Agency GSA,28.00450211,0.568253581,0.53356818
CA3900653,ISLANDER MARINA,A,P,SAN JOAQUIN,150,C,0.018529141,15,5-022,5-022.01,SAN JOAQUIN VALLEY,South Delta Water Agency GSA,28.00450211,0.016835564,0.908599243
CA3900813,HAVEN ACRES RIVER CLUB INC,A,P,SAN JOAQUIN,100,C,0.017648661,15,5-022,5-022.01,SAN JOAQUIN VALLEY,South Delta Water Agency GSA,28.00450211,0.017648661,1
CA3900921,CARDOZA VILLA CORP,A,P,SAN JOAQUIN,30,C,0.030184413,15,5-022,5-022.01,SAN JOAQUIN VALLEY,South Delta Water Agency GSA,28.00450211,0.030184413,1
CA5000165,WOODWARD RESERVOIR WATER SYSTEM,A,L,STANISLAUS,26,NC,18.10737835,17,5-022,5-022.01,SAN JOAQUIN VALLEY,South San Joaquin GSA,99.74330589,3.992504241,0.220490463
CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,A,L,STANISLAUS,50,C,113.4137433,17,5-022,5-022.01,SAN JOAQUIN VALLEY,South San Joaquin GSA,99.74330589,84.76196343,0.747369419
CA3910007,"RIPON, CITY OF",A,L,SAN JOAQUIN,15847,C,5.524526248,17,5-022,5-022.01,SAN JOAQUIN VALLEY,South San Joaquin GSA,99.74330589,5.362425437,0.970657971
CA3910003,"ESCALON, CITY OF",A,L,SAN JOAQUIN,7558,C,2.344887613,17,5-022,5-022.01,SAN JOAQUIN VALLEY,South San Joaquin GSA,99.74330589,2.298830874,0.980358658
CA3910014,SAN JOAQUIN COUNTY-RAYMUS VILLAGE,A,L,SAN JOAQUIN,1086,C,0.172976348,17,5-022,5-022.01,SAN JOAQUIN VALLEY,South San Joaquin GSA,99.74330589,0.172976348,1
CA3901322,MANTECA INDUSTRIAL PRK CSA-30,A,L,SAN JOAQUIN,50,NTNC,0.069223837,17,5-022,5-022.01,SAN JOAQUIN VALLEY,South San Joaquin GSA,99.74330589,0.069223837,1
CA3901169,MUSD-NILE GARDEN SCHOOL,A,L,SAN JOAQUIN,804,NTNC,0.05768229,17,5-022,5-022.01,SAN JOAQUIN VALLEY,South San Joaquin GSA,99.74330589,0.05768229,1
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,A,L,SAN JOAQUIN,845,C,0.299208718,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.060675627,0.202786963
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,A,L,SAN JOAQUIN,845,C,0.299208718,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.238533091,0.797213037
CA3900732,V & P TRAILER COURT WATER SYSTEM,A,P,SAN JOAQUIN,35,C,0.00212002,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.001692643,0.798408967
CA3901159,WILKINSON MANOR A-ZONE PWS,A,L,SAN JOAQUIN,100,C,0.245291854,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.238533091,0.972446035
CA3900724,ELKHORN ESTATES WATER SYSTEM,A,L,SAN JOAQUIN,200,C,0.062290315,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.061161803,0.981883029
CA3901337,MORADA ESTATES N PWS #46,A,L,SAN JOAQUIN,180,C,0.334697088,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.334438461,0.999227278
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,A,P,SAN JOAQUIN,64,C,0.008815567,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.008814034,0.999826089
CA3900568,CARIBOU MOBILE PARK PWS,A,P,SAN JOAQUIN,180,C,0.01386839,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.013866857,0.999889452
CA3900705,FINNLEES TRAILER PARK,A,P,SAN JOAQUIN,55,C,0.00147549,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.00147549,1
CA3900983,CHERRY LANE TRAILER PARK,A,P,SAN JOAQUIN,100,C,0.003554473,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.003554473,1
CA3900649,GLENWOOD MOBILE HOME PARK,A,P,SAN JOAQUIN,100,C,0.004083661,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.004083661,1
CA3901113,WALNUT ACRES,A,L,SAN JOAQUIN,100,C,0.047504247,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.047504247,1
CA3900523,MORADA MANOR WATER SYSTEM,A,L,SAN JOAQUIN,109,C,0.028135735,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.028135735,1
CA3900563,GAYLA MANOR PWS,A,L,SAN JOAQUIN,146,C,0.046149884,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.046149884,1
CA3910006,STOCKTON EAST WATER DISTRICT,A,L,SAN JOAQUIN,50,C,0.11013228,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.11013228,1
CA3900722,MORADA ESTATES PWS,A,L,SAN JOAQUIN,158,C,0.085270116,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.085270116,1
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,A,P,SAN JOAQUIN,200,C,0.014218653,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.014218653,1
CA3900907,BEL AIR MOBILE ESTATE,A,P,SAN JOAQUIN,150,C,0.021447119,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.021447119,1
CA3900661,MAPACHE TRAILER PARK,A,P,SAN JOAQUIN,275,C,0.015863845,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.015863845,1
CA3900512,MORADA ACRES WATER SYSTEM,A,L,SAN JOAQUIN,105,C,0.025012845,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.025012845,1
CA3900569,EL RIO MOBILE HOME PARK,A,P,SAN JOAQUIN,60,C,0.004192068,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.004192068,1
CA3900517,ALMOND PARK WATER SYSTEM,A,L,SAN JOAQUIN,60,C,0.013897841,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.013897841,1
CA3900606,A1 WINSTONS MOBILE HOME PARK,A,P,SAN JOAQUIN,75,C,0.003026067,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.003026067,1
CA3900755,SHADY REST TRAILER COURT,A,P,SAN JOAQUIN,120,C,0.005557728,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.005557728,1
CA3910020,STOCKTON VERDE MOBILE HOME PARK,A,P,SAN JOAQUIN,571,C,0.118686879,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.118686879,1
CA3900720,SHADED TERRACE PWS,A,L,SAN JOAQUIN,161,C,0.047834181,13,5-022,5-022.01,SAN JOAQUIN VALLEY,Stockton East Water District GSA,157.2094087,0.047834181,1
CA3901248,FLAG CITY WATER SYSTEM,A,L,SAN JOAQUIN,200,NTNC,0.19829003,18,5-022,5-022.01,SAN JOAQUIN VALLEY,Woodbridge Irrigation District GSA,45.97168161,0.177810916,0.896721412
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,A,L,SAN JOAQUIN,76,C,0.01431027,18,5-022,5-022.01,SAN JOAQUIN VALLEY,Woodbridge Irrigation District GSA,45.97168161,0.014255179,0.996150258
CA3900624,IL VINETO,A,P,SAN JOAQUIN,160,C,0.025788614,18,5-022,5-022.01,SAN JOAQUIN VALLEY,Woodbridge Irrigation District GSA,45.97168161,0.025788614,1
CA2410700,CASTLE AIRPORT,A,L,MERCED,1650,C,2.998056656,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.320948251,0.107052097
CA2410001,CITY OF ATWATER,A,L,MERCED,29397,C,5.186305654,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.848700125,0.16364252
CA2400011,DOLE ATWATER PLANT,A,P,MERCED,1500,NTNC,0.146551552,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.053537775,0.365317012
CA2400066,PLANADA ELEMENTARYSCHOOL,A,L,MERCED,567,NTNC,0.032674586,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.016088435,0.49238375
CA2400066,PLANADA ELEMENTARYSCHOOL,A,L,MERCED,567,NTNC,0.032674586,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.016586151,0.50761625
CA2410700,CASTLE AIRPORT,A,L,MERCED,1650,C,2.998056656,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,1.704349051,0.568484604
CA2400011,DOLE ATWATER PLANT,A,P,MERCED,1500,NTNC,0.146551552,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.093013777,0.634682988
CA5000573,5033 PENTECOST,A,P,STANISLAUS,302,NTNC,28.69266188,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,21.38779179,0.745409815
CA2410001,CITY OF ATWATER,A,L,MERCED,29397,C,5.186305654,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,4.143237675,0.79888035
CA2400119,MERCED GOLF & COUNTRY CLUB,A,P,MERCED,150,NC,0.187522637,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.165812337,0.88422571
CA2410007,PLANADA CSD,A,L,MERCED,4500,C,1.704810477,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,1.664977644,0.976635037
CA2400053,EL NIDO MOBILE HOME PARK,A,P,MERCED,137,C,0.021336001,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.020931379,0.98103573
CA2400075,EL NIDO ELEMENTARY SCHOOL,A,L,MERCED,219,NTNC,0.031361838,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.030957216,0.987098279
