pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,d_last_inv,d_last_upd,source_tab,county_fip,state,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA2410001,CITY OF ATWATER,A,L,MERCED,29397,C,6/25/19 0:00,6/25/19 0:00,2/10/20 0:00,47,CA,5.186305654,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.848700125,0.16364252
CA2410700,CASTLE AIRPORT,A,L,MERCED,1650,C,6/4/19 0:00,8/16/18 0:00,2/10/20 0:00,47,CA,2.998056656,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,1.704349051,0.568484604
CA2410001,CITY OF ATWATER,A,L,MERCED,29397,C,6/25/19 0:00,6/25/19 0:00,2/10/20 0:00,47,CA,5.186305654,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,4.143237675,0.79888035
CA2410007,PLANADA CSD,A,L,MERCED,4500,C,12/23/19 0:00,7/20/17 0:00,2/10/20 0:00,47,CA,1.704810477,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,1.664977644,0.976635037
CA2400053,EL NIDO MOBILE HOME PARK,A,P,MERCED,137,C,1/23/20 0:00,6/19/18 0:00,2/10/20 0:00,47,CA,0.021336001,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.020931379,0.98103573
CA2410004,CITY OF LIVINGSTON,A,L,MERCED,14894,C,6/4/19 0:00,1/9/15 0:00,2/10/20 0:00,47,CA,3.579979384,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,3.578429308,0.999567015
CA2410011,LE GRAND COMM SERVICES DIST,A,L,MERCED,1700,C,6/4/19 0:00,1/9/15 0:00,2/10/20 0:00,47,CA,0.749116435,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.748956126,0.999786002
CA2400046,BLACK RASCAL WATER COMPANY,A,P,MERCED,367,C,6/20/19 0:00,6/1/16 0:00,2/10/20 0:00,47,CA,0.058924617,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.058924617,1
CA2410008,CAL AM - MEADOWBROOK,A,P,MERCED,5640,C,12/23/19 0:00,9/3/19 0:00,2/10/20 0:00,47,CA,0.812095883,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.812095883,1
CA2400084,EVERGREEN MOBILE HOME PARK,A,P,MERCED,36,C,1/30/20 0:00,6/19/18 0:00,2/10/20 0:00,47,CA,0.003713032,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,0.003713032,1
CA2410010,WINTON WATER & SANITARY DIST,A,L,MERCED,8500,C,2/7/20 0:00,7/11/17 0:00,2/10/20 0:00,47,CA,1.409690685,59,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Irrigation-Urban GSA,254.2324565,1.409690685,1
CA2410700,CASTLE AIRPORT,A,L,MERCED,1650,C,6/4/19 0:00,8/16/18 0:00,2/10/20 0:00,47,CA,2.998056656,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.704679766,0.235045514
CA2400172,JOHN LATORACCA CORRECTIONAL FACILITY,A,L,MERCED,800,C,8/5/19 0:00,3/29/18 0:00,2/10/20 0:00,47,CA,0.124408853,58,5-022,5-022.04,SAN JOAQUIN VALLEY,Merced Subbasin GSA,527.1173128,0.124408853,1
CA2010001,CHOWCHILLA CITY WATER DEPT,A,L,MADERA,13220,C,5/23/19 0:00,7/20/17 0:00,2/10/20 0:00,39,CA,5.6859907,2,5-022,5-022.05,SAN JOAQUIN VALLEY,Chowchilla Water District GSA,133.1675543,5.673091921,0.997731481
CA2000511,MD 85 VALETA,A,L,MADERA,45,C,6/1/18 0:00,4/25/18 0:00,2/10/20 0:00,39,CA,0.023665346,2,5-022,5-022.05,SAN JOAQUIN VALLEY,Chowchilla Water District GSA,133.1675543,0.023665346,1
CA2010002,CITY OF MADERA,A,L,MADERA,66225,C,2/3/20 0:00,5/23/19 0:00,2/10/20 0:00,39,CA,15.13466451,66,5-022,5-022.06,SAN JOAQUIN VALLEY,City of Madera GSA,15.79074724,14.73876132,0.973841297
CA2000595,COUNTRY LIVING MHP,A,P,MADERA,450,C,8/7/19 0:00,10/4/16 0:00,2/10/20 0:00,39,CA,0.02938899,66,5-022,5-022.06,SAN JOAQUIN VALLEY,City of Madera GSA,15.79074724,0.02938899,1
CA2010006,MADERA CO SA3-PARKSDALE,A,L,MADERA,1789,C,5/23/19 0:00,5/23/19 0:00,2/10/20 0:00,39,CA,0.668980339,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.334969139,0.500715969
CA2010009,BAKMAN WATER-ROLLING HILLS,A,P,MADERA,1102,C,11/13/19 0:00,4/30/19 0:00,2/10/20 0:00,39,CA,0.476169998,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.472743363,0.992803756
CA2010010,MADERA VALLEY WATER COMPANY,A,P,MADERA,6356,C,5/23/19 0:00,5/23/19 0:00,2/10/20 0:00,39,CA,1.826565995,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,1.818015285,0.995318696
CA2000724,SA 14 CHUK CHANSE SUBDIVISION,A,L,MADERA,100,C,8/7/19 0:00,4/25/18 0:00,2/10/20 0:00,39,CA,0.011926746,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.011888038,0.9967545
CA2010801,VALLEY STATE PRISON,A,S,MADERA,3501,C,9/21/18 0:00,6/29/18 0:00,2/10/20 0:00,39,CA,0.379179838,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.379160291,0.999948449
CA2010800,CENTRAL CA WOMENS FACILITY,A,S,MADERA,2817,C,12/23/19 0:00,6/11/19 0:00,2/10/20 0:00,39,CA,1.03288643,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,1.032866883,0.999981075
CA2000608,WILDWOOD MOBILE HOME PK INC,A,P,MADERA,100,C,8/7/19 0:00,3/19/18 0:00,2/10/20 0:00,39,CA,0.016446752,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.016446752,1
CA2000692,MD 95 RANCHOS WEST,A,L,MADERA,150,C,8/7/19 0:00,5/31/18 0:00,2/10/20 0:00,39,CA,0.0581852,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.0581852,1
CA2010008,MADERA CO MD10A-MADERA RANCHOS,A,L,MADERA,3072,C,5/23/19 0:00,5/23/19 0:00,2/10/20 0:00,39,CA,0.474656839,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.474656839,1
CA2000529,BONADELLE RANCHOS MUTUAL WATER,A,P,MADERA,50,C,8/5/19 0:00,11/6/15 0:00,2/10/20 0:00,39,CA,0.085589255,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.085589255,1
CA2000554,MD 33 FAIRMEAD,A,L,MADERA,568,C,8/5/19 0:00,4/25/18 0:00,2/10/20 0:00,39,CA,0.132228808,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.132228808,1
CA2000785,VALLEY TEEN RANCH,A,P,MADERA,50,C,8/7/19 0:00,10/4/16 0:00,2/10/20 0:00,39,CA,0.05300681,68,5-022,5-022.06,SAN JOAQUIN VALLEY,County of Madera GSA - Madera,276.7823451,0.05300681,1
CA2010006,MADERA CO SA3-PARKSDALE,A,L,MADERA,1789,C,5/23/19 0:00,5/23/19 0:00,2/10/20 0:00,39,CA,0.668980339,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.328418527,0.490924034
CA2000729,MADERA CO SA16 SUMNER HILL-WATER SYSTEM,A,L,MADERA,135,C,5/23/19 0:00,10/22/18 0:00,2/10/20 0:00,39,CA,0.223572394,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.201298947,0.900374789
CA2010004,MADERA CO CMD19-PARKWOOD,A,L,MADERA,1637,C,5/23/19 0:00,10/22/18 0:00,2/10/20 0:00,39,CA,0.240852799,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.231458488,0.960995634
CA2000727,MD 36 EASTIN ARCOLA,A,L,MADERA,80,C,8/7/19 0:00,4/25/18 0:00,2/10/20 0:00,39,CA,0.02165745,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.02165745,1
CA2000553,MD 28 RIPPERDAN SELF HELP,A,L,MADERA,48,C,8/5/19 0:00,4/25/18 0:00,2/10/20 0:00,39,CA,0.009587153,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.009587153,1
CA2000728,MD 37 LA VINA,A,L,MADERA,350,C,8/7/19 0:00,4/25/18 0:00,2/10/20 0:00,39,CA,0.086724153,62,5-022,5-022.06,SAN JOAQUIN VALLEY,Madera Irrigation District GSA,209.1040019,0.086724153,1
CA2010016,RIVERSTONE/ROOTCREEK WATER DISTRICT,A,P,MADERA,1419,C,1/13/20 0:00,1/13/20 0:00,2/10/20 0:00,39,CA,0.084032306,63,5-022,5-022.06,SAN JOAQUIN VALLEY,Root Creek Water District GSA,15.04823045,0.084032306,1
CA2400201,VOLTA COMMUNITY SD,A,L,MERCED,200,C,6/25/19 0:00,7/17/19 0:00,2/10/20 0:00,47,CA,0.093819995,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.049986775,0.532794478
CA2400209,SAN LUIS HILLS,A,P,MERCED,300,C,6/25/19 0:00,1/9/15 0:00,2/10/20 0:00,47,CA,0.232763106,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.14100165,0.605773193
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,A,L,MERCED,1308,C,11/8/18 0:00,1/9/15 0:00,2/10/20 0:00,47,CA,4.00603373,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,3.171065513,0.791572345
CA1000345,PANOCHE WATER DISTRICT,A,L,FRESNO,146,C,12/5/19 0:00,9/29/15 0:00,2/10/20 0:00,19,CA,62.3887671,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,61.99398616,0.993672243
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,A,L,FRESNO,897,C,9/24/19 0:00,5/11/18 0:00,2/10/20 0:00,19,CA,16.71627583,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,16.66966962,0.997211926
CA1009281,HAMMONDS RANCH,A,P,FRESNO,25,C,7/15/19 0:00,7/15/19 0:00,2/10/20 0:00,19,CA,0.080896035,52,5-022,5-022.07,SAN JOAQUIN VALLEY,Central Delta-Mendota GSA,255.8485776,0.080896035,1
CA2410002,CITY OF DOS PALOS,A,L,MERCED,7452,C,8/16/18 0:00,5/11/17 0:00,2/10/20 0:00,47,CA,5.528570309,35,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Dos Palos GSA,1.202281088,1.138737441,0.205973222
CA1010005,FIREBAUGH CITY,A,L,FRESNO,7619,C,10/12/17 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,3.589809538,37,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Firebaugh GSA,2.916415689,2.729399795,0.760318832
CA2410003,CITY OF GUSTINE,A,L,MERCED,5844,C,6/4/19 0:00,6/4/19 0:00,2/10/20 0:00,47,CA,1.565229413,38,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Gustine GSA,1.400600779,1.366310532,0.872913913
CA2410005,CITY OF LOS BANOS,A,L,MERCED,40998,C,6/25/19 0:00,6/25/19 0:00,2/10/20 0:00,47,CA,9.84003525,36,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Los Banos GSA,9.028365223,8.471717041,0.86094377
CA1010021,"MENDOTA, CITY OF",A,L,FRESNO,11104,C,1/2/20 0:00,11/15/16 0:00,2/10/20 0:00,19,CA,2.541558862,49,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Mendota GSA,3.273290209,2.53602577,0.997822954
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,A,L,STANISLAUS,11361,C,12/19/19 0:00,3/19/19 0:00,2/10/20 0:00,99,CA,6.549060028,46,5-022,5-022.07,SAN JOAQUIN VALLEY,City of Newman GSA,1.94016499,1.917885786,0.292849016
CA2410002,CITY OF DOS PALOS,A,L,MERCED,7452,C,8/16/18 0:00,5/11/17 0:00,2/10/20 0:00,47,CA,5.528570309,54,5-022,5-022.07,SAN JOAQUIN VALLEY,County of Merced GSA - Delta-Mendota,73.49371382,1.055863832,0.190983161
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,A,L,MERCED,1308,C,11/8/18 0:00,1/9/15 0:00,2/10/20 0:00,47,CA,4.00603373,41,5-022,5-022.07,SAN JOAQUIN VALLEY,DM-II GSA,87.15590837,0.784418365,0.195809226
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,A,L,STANISLAUS,11361,C,12/19/19 0:00,3/19/19 0:00,2/10/20 0:00,99,CA,6.549060028,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.780772688,0.119219046
CA5000005,CROWS LANDING COMM SVC DISTRICT,A,L,STANISLAUS,500,C,8/11/16 0:00,8/11/16 0:00,2/10/20 0:00,99,CA,0.198207859,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.141822992,0.715526584
CA5000061,MARTIN'S MOBILE HOME COURT,A,P,STANISLAUS,60,C,8/11/16 0:00,8/11/16 0:00,2/10/20 0:00,99,CA,0.004738238,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.004738238,1
CA5000058,FISHERMAN'S BEND MHP,A,P,STANISLAUS,80,C,8/11/16 0:00,8/11/16 0:00,2/10/20 0:00,99,CA,0.03329206,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.03329206,1
CA5000297,BUEHNER HOUSES,A,P,STANISLAUS,25,C,8/11/16 0:00,8/11/16 0:00,2/10/20 0:00,99,CA,0.008010576,53,5-022,5-022.07,SAN JOAQUIN VALLEY,Northwestern Delta-Mendota GSA,75.34500465,0.008010576,1
CA5010017,"PATTERSON, CITY OF",A,L,STANISLAUS,22679,C,7/3/19 0:00,6/8/18 0:00,2/10/20 0:00,99,CA,21.48412144,42,5-022,5-022.07,SAN JOAQUIN VALLEY,Patterson Irrigation District GSA,23.96163763,19.84018529,0.923481341
CA5000313,BUEHNER WATER SYSTEM,A,P,STANISLAUS,150,C,8/11/16 0:00,8/11/16 0:00,2/10/20 0:00,99,CA,0.001462273,42,5-022,5-022.07,SAN JOAQUIN VALLEY,Patterson Irrigation District GSA,23.96163763,0.001462273,1
CA5000005,CROWS LANDING COMM SVC DISTRICT,A,L,STANISLAUS,500,C,8/11/16 0:00,8/11/16 0:00,2/10/20 0:00,99,CA,0.198207859,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.045346503,0.22878257
CA1010005,FIREBAUGH CITY,A,L,FRESNO,7619,C,10/12/17 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,3.589809538,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.822417546,0.229097822
CA2400201,VOLTA COMMUNITY SD,A,L,MERCED,200,C,6/25/19 0:00,7/17/19 0:00,2/10/20 0:00,47,CA,0.093819995,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.04116279,0.438742187
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,A,L,STANISLAUS,11361,C,12/19/19 0:00,3/19/19 0:00,2/10/20 0:00,99,CA,6.549060028,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,3.786717897,0.578207847
CA2410002,CITY OF DOS PALOS,A,L,MERCED,7452,C,8/16/18 0:00,5/11/17 0:00,2/10/20 0:00,47,CA,5.528570309,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,3.332987059,0.602865998
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,A,P,FRESNO,375,C,10/12/17 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,2.021184286,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,1.816531068,0.898745889
CA2000512,EAST ACRES MUTUAL WATER COMPANY,A,P,MADERA,250,C,8/7/19 0:00,2/12/16 0:00,2/10/20 0:00,39,CA,0.094499779,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.094348286,0.998396895
CA2000800,MARQUEZ RENTAL,A,P,MADERA,50,C,8/7/19 0:00,10/4/16 0:00,2/10/20 0:00,39,CA,0.02268552,39,5-022,5-022.07,SAN JOAQUIN VALLEY,San Joaquin River Exchange Contractors Water Authority GSA,399.1274938,0.02268552,1
CA5000408,WESTLEY CSD,A,L,STANISLAUS,70,C,8/24/17 0:00,8/11/16 0:00,2/10/20 0:00,99,CA,0.097603843,40,5-022,5-022.07,SAN JOAQUIN VALLEY,West Stanislaus Irrigation District GSA,33.78901524,0.097365876,0.997561908
CA5010007,HILLSVIEW HOMES,A,L,STANISLAUS,887,C,12/31/19 0:00,12/5/18 0:00,2/10/20 0:00,99,CA,0.099826833,40,5-022,5-022.07,SAN JOAQUIN VALLEY,West Stanislaus Irrigation District GSA,33.78901524,0.099588866,0.997616201
CA5010033,CITY OF MODESTO - GRAYSON,A,L,STANISLAUS,871,C,7/10/19 0:00,6/19/19 0:00,2/10/20 0:00,99,CA,0.188312531,40,5-022,5-022.07,SAN JOAQUIN VALLEY,West Stanislaus Irrigation District GSA,33.78901524,0.188046657,0.998588121
CA3901031,ORCHARD RESTAURANT,A,P,SAN JOAQUIN,100,C,8/11/16 0:00,8/11/16 0:00,2/10/20 0:00,77,CA,0.054784473,40,5-022,5-022.07,SAN JOAQUIN VALLEY,West Stanislaus Irrigation District GSA,33.78901524,0.054784473,1
CA1010024,CWS - SELMA,A,P,FRESNO,26016,C,12/6/19 0:00,7/12/19 0:00,2/10/20 0:00,19,CA,5.854755768,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,5.76574044,0.984796065
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,A,P,TULARE,106,C,8/6/19 0:00,8/25/16 0:00,2/10/20 0:00,107,CA,0.034490796,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.034490796,1
CA1010039,CARUTHERS COMM SERV DIST,A,L,FRESNO,2503,C,8/28/19 0:00,12/14/18 0:00,2/10/20 0:00,19,CA,0.563770799,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.563770799,1
CA1000295,KINGS PARK APARTMENTS,A,P,FRESNO,120,C,11/26/19 0:00,1/9/15 0:00,2/10/20 0:00,19,CA,0.004914852,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.004914852,1
CA1000200,RUBYS VALLEY CARE HOME,A,P,FRESNO,75,C,8/28/19 0:00,11/14/16 0:00,2/10/20 0:00,19,CA,0.005428421,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.005428421,1
CA1000075,TRACT 1199 WATER SYSTEM,A,P,FRESNO,25,C,7/18/19 0:00,6/6/19 0:00,2/10/20 0:00,19,CA,0.010739877,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.010739877,1
CA1000324,MANNING GARDENS CARE CENTER INC,A,P,FRESNO,176,C,1/2/20 0:00,7/17/19 0:00,2/10/20 0:00,19,CA,0.004331713,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.004331713,1
CA1000199,FOWLER CARE CENTER,A,P,FRESNO,46,C,10/1/19 0:00,9/24/19 0:00,2/10/20 0:00,19,CA,0.001791033,29,5-022,5-022.08,SAN JOAQUIN VALLEY,Central Kings GSA,236.5566121,0.001791033,1
CA1010034,"SAN JOAQUIN, CITY OF",A,L,FRESNO,4060,C,9/19/19 0:00,10/4/16 0:00,2/10/20 0:00,19,CA,1.108785733,24,5-022,5-022.08,SAN JOAQUIN VALLEY,James GSA,45.38193291,1.108785733,1
CA5410008,OROSI PUBLIC UTILITY DISTRICT,A,L,TULARE,8770,C,5/1/19 0:00,5/25/17 0:00,2/10/20 0:00,107,CA,1.387184812,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.278089164,0.200470162
CA5410001,CUTLER PUD,A,L,TULARE,6200,C,8/6/19 0:00,5/16/17 0:00,2/10/20 0:00,107,CA,1.039385593,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.278089164,0.26755149
CA5410001,CUTLER PUD,A,L,TULARE,6200,C,8/6/19 0:00,5/16/17 0:00,2/10/20 0:00,107,CA,1.039385593,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.761296429,0.73244851
CA5410008,OROSI PUBLIC UTILITY DISTRICT,A,L,TULARE,8770,C,5/1/19 0:00,5/25/17 0:00,2/10/20 0:00,107,CA,1.387184812,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,1.056081144,0.761312505
CA1000247,SHERWOOD FOREST MHP,A,P,FRESNO,75,C,8/28/19 0:00,7/9/19 0:00,2/10/20 0:00,19,CA,0.017503174,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.016531498,0.944485743
CA5403213,TEEN CHALLENGE,A,P,TULARE,130,C,8/9/19 0:00,6/6/19 0:00,2/10/20 0:00,107,CA,0.016440899,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.016287377,0.99066223
CA1000407,GEORGE COX WATER SYSTEM,A,P,FRESNO,40,C,4/17/19 0:00,6/6/19 0:00,2/10/20 0:00,19,CA,0.010916183,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.010851909,0.994112056
CA1010027,"REEDLEY, CITY OF",A,L,FRESNO,24194,C,9/19/19 0:00,7/9/19 0:00,2/10/20 0:00,19,CA,4.812691868,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,4.804158675,0.99822694
CA5403212,MONSON WATER SYSTEM,A,L,TULARE,140,C,8/9/19 0:00,9/29/17 0:00,2/10/20 0:00,107,CA,0.506512341,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.506512341,1
CA1000021,FCSA #05/WILDWOOD ISLAND,A,L,FRESNO,417,C,12/11/19 0:00,7/1/16 0:00,2/10/20 0:00,19,CA,0.177664289,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.177664289,1
CA5401003,EAST OROSI CSD,A,L,TULARE,932,C,8/6/19 0:00,6/11/19 0:00,2/10/20 0:00,107,CA,0.082711079,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.082711079,1
CA5410017,LONDON COMMUNITY SERV DIST,A,L,TULARE,2138,C,9/11/19 0:00,6/1/17 0:00,2/10/20 0:00,107,CA,0.29640151,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.29640151,1
CA5400824,SULTANA CSD,A,L,TULARE,775,C,8/7/19 0:00,9/28/17 0:00,2/10/20 0:00,107,CA,0.495844818,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.495844818,1
CA5400550,SEVILLE WATER CO,A,P,TULARE,400,C,8/5/19 0:00,2/14/18 0:00,2/10/20 0:00,107,CA,0.186215144,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.186215144,1
CA1010023,CITY OF ORANGE COVE,A,L,FRESNO,9780,C,11/12/19 0:00,10/8/15 0:00,2/10/20 0:00,19,CA,1.78887938,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,1.78887938,1
CA5403084,FAIRWAY MUTUAL WATER CO,A,P,TULARE,126,C,1/30/20 0:00,5/6/19 0:00,2/10/20 0:00,107,CA,0.022533648,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.022533648,1
CA5403043,YETTEM WATER SYSTEM,A,L,TULARE,350,C,8/7/19 0:00,2/14/18 0:00,2/10/20 0:00,107,CA,0.275269408,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.275269408,1
CA1000426,RIVERBEND MOBILE HOME & RV PARK,A,P,FRESNO,400,C,9/4/18 0:00,11/17/16 0:00,2/10/20 0:00,19,CA,0.03514419,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.03514419,1
CA1000405,PIEDRA PARK ASSOCIATION,A,P,FRESNO,25,C,8/28/19 0:00,7/15/19 0:00,2/10/20 0:00,19,CA,0.024334616,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.024334616,1
CA5403023,DELFT COLONY WATER,A,L,TULARE,400,C,8/5/19 0:00,2/14/18 0:00,2/10/20 0:00,107,CA,0.066793483,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.066793483,1
CA5400523,EL MONTE VILLAGE MHP,A,P,TULARE,100,C,8/14/19 0:00,12/5/19 0:00,2/10/20 0:00,107,CA,0.00621162,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.00621162,1
CA5400553,DEL ORO TRAVER DISTRICT,A,P,TULARE,663,C,8/12/19 0:00,8/12/19 0:00,2/10/20 0:00,107,CA,0.178867897,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.178867897,1
CA5410002,"DINUBA, CITY OF",A,L,TULARE,26182,C,5/20/19 0:00,5/20/19 0:00,2/10/20 0:00,107,CA,5.289653554,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,5.289653554,1
CA5402047,GLEANINGS FOR THE HUNGRY,A,P,TULARE,31,C,8/5/19 0:00,8/6/15 0:00,2/10/20 0:00,107,CA,0.035903137,26,5-022,5-022.08,SAN JOAQUIN VALLEY,Kings River East GSA,298.9436956,0.035903137,1
