WatersystemID,PWS,Basin-Su,Basin -_1,Latitude,Longitude,Service Co,FacilityN,WaterType,GSA_Name
CA1010027,"REEDLEY, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.585517,-119.457995,5964,WELL NO. 013 - RAW,GW,Kings River East GSA
CA1010027,"REEDLEY, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.585517,-119.457995,5964,WELL NO. 14 - RAW,GW,Kings River East GSA
CA5400523,EL MONTE VILLAGE MHP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.547142,-119.42488,49,WELL 02 - ONLINE 6-8-15,GW,Kings River East GSA
CA5400526,"WESPAK, INC.",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.518733,-119.47152,4,WELL 01,GW,Kings River East GSA
CA5400526,"WESPAK, INC.",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.518822,-119.4723,4,WELL 02,GW,Kings River East GSA
CA5400548,KINGS INN MOTEL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.488,-119.513903,1,WELL 01 - RAW,GW,Kings River East GSA
CA5400550,SEVILLE WATER CO,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.482602,-119.223352,77,WELL 01 - RAW,GW,Kings River East GSA
CA5400550,SEVILLE WATER CO,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.482602,-119.223352,77,WELL 02 - RAW,GW,Kings River East GSA
CA5400553,DEL ORO TRAVER DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.452036,-119.483933,180,WELL 02 - SOUTH,GW,Kings River East GSA
CA5400553,DEL ORO TRAVER DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.45639,-119.485685,180,WELL 03,GW,Kings River East GSA
CA5400620,GRAND VIEW SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.511645,-119.430491,11,WELL 01,GW,Kings River East GSA
CA5400624,KINGS RIVER ELEM SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.517418,-119.48628,10,WELL 02,GW,Kings River East GSA
CA5400636,OROSI HIGH SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.548798,-119.28824,14,WELL 02,GW,Kings River East GSA
CA5400797,TULARE CO CORRECTIONAL CTR RD CAMP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.45507,-119.321195,19,WELL 01 - NORTH,GW,Kings River East GSA
CA5400797,TULARE CO CORRECTIONAL CTR RD CAMP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.45507,-119.321195,19,WELL 03 - NORTHWEST - RAW,GW,Kings River East GSA
CA5400824,SULTANA CSD,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.545711,-119.339436,180,WELL 02 - SOUTH STBY,GW,Kings River East GSA
CA5400824,SULTANA CSD,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.546236,-119.337598,180,WELL 03 - MAIN RAW,GW,Kings River East GSA
CA5400929,RIVERLAND RESORT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.494798,-119.529812,7,WELL 01 -  NORTH,GW,Kings River East GSA
CA5400929,RIVERLAND RESORT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.494904,-119.528139,7,WELL 02 -  SOUTH,GW,Kings River East GSA
CA5401003,EAST OROSI CSD,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.547784,-119.260458,106,WELL 01 - EAST (OFFLINE - REPAIRS 2015),GW,Kings River East GSA
CA5401003,EAST OROSI CSD,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.545026,-119.268704,106,WELL 02 - WEST,GW,Kings River East GSA
CA5401024,CAL TRANS - KINGSBURG REST STOP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.492681,-119.522368,1,WELL 01 - RAW,GW,Kings River East GSA
CA5401025,KINGSBURG GUN CLUB,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.500552,-119.52473,3,WELL 01,GW,Kings River East GSA
CA5401048,KINGS RIVER GOLF COURSE,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.518291,-119.504668,1,WELL 01,GW,Kings River East GSA
CA5401074,BOB WILEY DETENTION FACILITY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.457841,-119.320514,5,WELL 01 - NORTH - RAW,GW,Kings River East GSA
CA5401074,BOB WILEY DETENTION FACILITY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.455475,-119.322268,5,WELL 02 - WEST - RAW,GW,Kings River East GSA
CA5401074,BOB WILEY DETENTION FACILITY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.458147,-119.324732,5,WELL 03 - NORTH WEST - RAW,GW,Kings River East GSA
CA5401082,VENTURA COASTAL CORP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.457985,-119.298127,5,WELL 01,GW,Kings River East GSA
CA5401082,VENTURA COASTAL CORP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.457985,-119.298127,5,WELL 02,GW,Kings River East GSA
CA5401082,VENTURA COASTAL CORP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.459152,-119.299618,5,WELL 03,GW,Kings River East GSA
CA5401082,VENTURA COASTAL CORP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.457985,-119.298127,5,WELL 04 - PENDING,GW,Kings River East GSA
CA5401094,RJ'S TRAVEL CENTER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.447911,-119.484897,1,WELL 02,GW,Kings River East GSA
CA5402022,TRAVER VALLEY FARMS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.448328,-119.48668,3,WELL 02,GW,Kings River East GSA
CA5402024,KINGS RIVER MARKET WATER SYSTEM,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.517838,-119.485097,2,WELL 02 (2015),GW,Kings River East GSA
CA5402039,SEVILLE MARKET,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.485385,-119.222043,4,WELL 01 - RAW,GW,Kings River East GSA
CA5402043,MONSON MARKET,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.49509,-119.340375,2,WELL 01 - RAW,GW,Kings River East GSA
CA5402047,GLEANINGS FOR THE HUNGRY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.571969,-119.342022,12,WELL 02 - RAW,GW,Kings River East GSA
CA5402047,GLEANINGS FOR THE HUNGRY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.571969,-119.342022,12,WELL 03 - RAW,GW,Kings River East GSA
CA5402056,PEOPLES GROCERY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.516745,-119.448923,2,WELL 01,GW,Kings River East GSA
CA5403023,DELFT COLONY WATER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.511626,-119.446736,99,WELL 01 EAST - RAW,GW,Kings River East GSA
CA5403023,DELFT COLONY WATER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.513659,-119.448321,99,WELL 02 - RAW,GW,Kings River East GSA
CA5403023,DELFT COLONY WATER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.513659,-119.448321,99,WELL 03-PENDING,GW,Kings River East GSA
CA5403041,FAMILY TREE FARMS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.548105,-119.433036,3,WELL 01,GW,Kings River East GSA
CA5403043,YETTEM WATER SYSTEM,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.483424,-119.259406,64,WELL 01 - PRE NO3 BLEND,GW,Kings River East GSA
CA5403043,YETTEM WATER SYSTEM,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.485176,-119.25665,64,WELL 02 - PRE NO3 BLEND,GW,Kings River East GSA
CA5403046,VISALIA CITRUS PACKING-ORANGE COVE,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.616265,-119.300536,7,WELL 01,GW,Kings River East GSA
CA5403080,LEGACY PACKING,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.49568,-119.46759,1,WELL 01,GW,Kings River East GSA
CA5403081,"PETERS FRUIT FARMS, INC",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.535791,-119.446983,1,WELL 01,GW,Kings River East GSA
CA5403083,JODY FRESH COOLING CO - PWS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.516699,-119.468114,2,WELL 01 - RAW,GW,Kings River East GSA
CA5403084,FAIRWAY MUTUAL WATER CO,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.505877,-119.506065,20,WELL 01,GW,Kings River East GSA
CA5403084,FAIRWAY MUTUAL WATER CO,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.50587,-119.506238,20,WELL 02,GW,Kings River East GSA
CA5403102,NEW LEAF COLD STORAGE,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.445961,-119.502806,2,WELL 01,GW,Kings River East GSA
CA5403114,TRAVER FEEDMILL PWS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.444534,-119.481098,3,WELL  01,GW,Kings River East GSA
CA5403114,TRAVER FEEDMILL PWS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.444534,-119.481098,3,WELL 02 - SOUTH,GW,Kings River East GSA
CA5403125,VICTORIAN GARDENS OF TWO SISTERS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.532674,-119.487191,2,WELL 01,GW,Kings River East GSA
CA5403126,FAMILY EDUCATION CENTER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.530909,-119.285904,1,WELL 01,GW,Kings River East GSA
CA5403138,"BRANDT FARMS, INC",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.571944,-119.438879,2,WELL 01- OUTSIDE,GW,Kings River East GSA
CA5403138,"BRANDT FARMS, INC",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.571944,-119.438879,2,WELL 02 - INSIDE,GW,Kings River East GSA
CA5403145,WAWONA PACKING COMPANY LLC,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.529141,-119.302014,1,WELL 01 - RAW,GW,Kings River East GSA
CA5403145,WAWONA PACKING COMPANY LLC,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.529141,-119.302014,1,WELL 02 - RAW,GW,Kings River East GSA
CA5403145,WAWONA PACKING COMPANY LLC,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.529141,-119.302014,1,WELL 03 - RAW,GW,Kings River East GSA
CA5403152,MOUNTAIN VIEW COLD STORAGE,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.544445,-119.478671,3,WELL 01 NORTH,GW,Kings River East GSA
CA5403152,MOUNTAIN VIEW COLD STORAGE,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.544445,-119.478671,3,WELL 02 EAST,GW,Kings River East GSA
CA5403201,WIEBE FARMS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.557448,-119.456381,1,WELL 01,GW,Kings River East GSA
CA5403205,PENA'S DISPOSAL SERVICES,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.531264,-119.30246,4,WELL 01,GW,Kings River East GSA
CA5403206,CALIFORNIA CONTROLLED ATMOSPHERE,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.501182,-119.448118,4,WELL 01,GW,Kings River East GSA
CA5403207,SUN VALLEY PACKING,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.574193,-119.409669,1,WELL 01 - RAW,GW,Kings River East GSA
CA5410001,CUTLER PUD,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.522207,-119.286221,1218,WELL 05 - RAW,GW,Kings River East GSA
CA5410001,CUTLER PUD,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.520608,-119.284376,1218,WELL 06 - RAW (OFFLINE NO3 & DBCP),GW,Kings River East GSA
CA5410001,CUTLER PUD,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.520608,-119.284376,1218,WELL 09 - RAW,GW,Kings River East GSA
CA5410002,"DINUBA, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.548218,-119.408593,7012,WELL 11,GW,Kings River East GSA
CA5410002,"DINUBA, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.535205,-119.401453,7012,WELL 14 - BEFORE GAC,GW,Kings River East GSA
CA5410002,"DINUBA, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.546978,-119.412471,7012,WELL 15,GW,Kings River East GSA
CA5410002,"DINUBA, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.531509,-119.393485,7012,WELL 16,GW,Kings River East GSA
CA5410002,"DINUBA, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.540623,-119.378328,7012,WELL 17,GW,Kings River East GSA
CA5410002,"DINUBA, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.540623,-119.378328,7012,WELL 18 - RAW (DRY/PUMPING AIR),GW,Kings River East GSA
CA5410002,"DINUBA, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.540623,-119.378328,7012,WELL 19 - RAW,GW,Kings River East GSA
CA5410002,"DINUBA, CITY OF",5-022.08,SAN JOAQUIN VALLEY - KINGS,36.540623,-119.378328,7012,WELL 20 - RAW,GW,Kings River East GSA
CA5410008,OROSI PUBLIC UTILITY DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.539389,-119.285054,1628,WELL 04-RAW,GW,Kings River East GSA
CA5410008,OROSI PUBLIC UTILITY DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.538034,-119.291062,1628,WELL 05A-RAW,GW,Kings River East GSA
CA5410008,OROSI PUBLIC UTILITY DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.541176,-119.291304,1628,WELL 07-RAW,GW,Kings River East GSA
CA5410008,OROSI PUBLIC UTILITY DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.537467,-119.297687,1628,WELL 08-RAW,GW,Kings River East GSA
CA5410017,LONDON COMMUNITY SERV DIST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.474459,-119.445144,439,WELL 01 - DRY 2014,GW,Kings River East GSA
CA5410017,LONDON COMMUNITY SERV DIST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.477874,-119.442013,439,WELL 02A,GW,Kings River East GSA
CA5410017,LONDON COMMUNITY SERV DIST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.473912,-119.43927,439,WELL 03,GW,Kings River East GSA
CA5410017,LONDON COMMUNITY SERV DIST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.473912,-119.43927,439,WELL 04,GW,Kings River East GSA
CA5410017,LONDON COMMUNITY SERV DIST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.473912,-119.43927,439,WELL 05 - PENDING,GW,Kings River East GSA
CA1000317,HOLLAND HULLING COMPANY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.735232,-120.217674,1,WELL 01,GW,McMullin Area GSA
CA1000465,BATTH DEHYDRATOR,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.561647,-119.873537,1,WELL 01 (DEHYDRATOR WELL),GW,McMullin Area GSA
CA1000505,RAY & LARRY MOLES (HENDERSON RD),5-022.08,SAN JOAQUIN VALLEY - KINGS,36.622377,-119.926022,1,WELL 01,GW,McMullin Area GSA
CA1000604,JOHANN DAIRY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.574833,-120.034845,7,WELL 01 - STANDBY,GW,McMullin Area GSA
CA1000604,JOHANN DAIRY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.574833,-120.034845,7,WELL 02,GW,McMullin Area GSA
CA1009120,RAU DAIRY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.602513,-119.97809,20,EAST WELL,GW,McMullin Area GSA
CA1000053,LANARE COMMUNITY SERVICES DIST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.430957,-119.93064,152,WELL 01,GW,North Fork Kings GSA
CA1000053,LANARE COMMUNITY SERVICES DIST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.433522,-119.922874,152,WELL 02,GW,North Fork Kings GSA
CA1000182,BURREL UNION ELEMENTARY SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.491179,-119.989206,8,WELL 01 - RAW,GW,North Fork Kings GSA
CA1000186,HELM SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.532595,-120.099756,11,WELL 01 - RAW,GW,North Fork Kings GSA
CA1000189,LATON HIGH SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.434055,-119.682899,1,WELL 01,GW,North Fork Kings GSA
CA1000238,CAMDEN TRAILER PARK,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.431794,-119.799679,25,WELL 03,GW,North Fork Kings GSA
CA1000369,ZONNEVELD DAIRY - CEDAR,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.455451,-119.762907,19,WELL 02 (CEDAR) - RAW,GW,North Fork Kings GSA
CA1000445,LINDA VISTA FARMS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.432922,-120.030749,24,WELL 01 - RAW,GW,North Fork Kings GSA
CA1000562,SOUTHWEST TRANSPORTATION AGENCY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.49357,-119.789719,1,WELL 01,GW,North Fork Kings GSA
CA1000584,TRUE ORGANIC PRODUCTS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.53006,-120.155754,1,WELL 01 - RAW,GW,North Fork Kings GSA
CA1000627,ZONNEVELD DAIRY - CERINI,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.4596,-119.769783,17,WELL 03 (CERINI) - RAW,GW,North Fork Kings GSA
CA1010020,LATON COMMUNITY SERVICES DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.435384,-119.690523,470,WELL 04 - TACHE,GW,North Fork Kings GSA
CA1010020,LATON COMMUNITY SERVICES DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.434561,-119.691941,470,WELL 05,GW,North Fork Kings GSA
CA1010020,LATON COMMUNITY SERVICES DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.434,-119.679681,470,WELL 06,GW,North Fork Kings GSA
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.431568,-119.860623,966,WELL 04 - RAW - STBY,GW,North Fork Kings GSA
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.436346,-119.865598,966,WELL 05 - RAW - STBY,GW,North Fork Kings GSA
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.431568,-119.860623,966,WELL 06,GW,North Fork Kings GSA
CA1600017,ISLAND UNION SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.361251,-119.833056,7,DISTRIBUTION,GW,North Fork Kings GSA
CA1600017,ISLAND UNION SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.361251,-119.833056,7,WELL #3,GW,North Fork Kings GSA
CA2000827,SCHAFER RANCH,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.493333,-120.050555,7,WELL#1,GW,North Fork Kings GSA
CA1000004,BELMONT WATER CORPORATION,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.74774,-119.644921,40,WELL 01 - 7TH TEE,GW,North Kings GSA
CA1000018,EASTON ESTATES WATER COMPANY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.650487,-119.780713,108,EASTON ESTATES ANNA/JOY WELL WELL 02,GW,North Kings GSA
CA1000018,EASTON ESTATES WATER COMPANY,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.652216,-119.781704,108,NEW WELL 01 (FANTZ/CHERRY),GW,North Kings GSA
CA1000023,FCSA #14/BELMONT MANOR,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.750084,-119.634979,50,WELL 01 - STANDBY,GW,North Kings GSA
CA1000023,FCSA #14/BELMONT MANOR,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.747989,-119.634516,50,WELL 02,GW,North Kings GSA
CA1000039,FCSA #10/CUMORAH KNOLLS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.808383,-119.565847,47,WELL 01,GW,North Kings GSA
CA1000039,FCSA #10/CUMORAH KNOLLS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.814868,-119.56556,47,WELL 02,GW,North Kings GSA
CA1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.758165,-119.858867,29,WELL 01,GW,North Kings GSA
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.846904,-119.643355,104,WELL 03,GW,North Kings GSA
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.84824,-119.643249,104,WELL 04,GW,North Kings GSA
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.85005,-119.645609,104,WELL 05,GW,North Kings GSA
CA1000094,FCPG/KEARNEY PARK,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.72779,-119.913174,10,FRONT GATE WELL,GW,North Kings GSA
CA1000097,FCPG/LOST LAKE RECREATION AREA,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.977692,-119.727983,20,WELL 01,GW,North Kings GSA
CA1000097,FCPG/LOST LAKE RECREATION AREA,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.982116,-119.724987,20,WELL 02,GW,North Kings GSA
CA1000104,CENTERVILLE SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.732136,-119.501104,3,WELL 01,GW,North Kings GSA
CA1000105,MADISON ELEMENTARY SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.730029,-119.85814,8,PRIMARY WELL - RAW,GW,North Kings GSA
CA1000112,FAIRMONT SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.780915,-119.567277,15,WELL 03,GW,North Kings GSA
CA1000162,FRESNO MOTEL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.759726,-119.825421,1,WELL 01 PRIMARY,GW,North Kings GSA
CA1000162,FRESNO MOTEL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.759766,-119.826496,1,WELL 02 - STANDBY AS STNC,GW,North Kings GSA
CA1000190,LONE STAR SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.698379,-119.684247,6,PRIMARY WELL,GW,North Kings GSA
CA1000201,SUN EMPIRE SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.774048,-120.087522,10,WELL 01,GW,North Kings GSA
CA1000206,HOUGHTON-KEARNEY SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.727064,-119.951501,4,WELL 01 - RAW,GW,North Kings GSA
CA1000207,CENTRAL WEST ARTS CENTER,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.764763,-119.986861,7,WELL 01,GW,North Kings GSA
CA1000208,ROOSEVELT ELEMENTARY SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.77349,-119.924293,8,WELL 01 - RAW,GW,North Kings GSA
CA1000217,CENTRAL HIGH SCHOOL WEST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.76563,-119.971198,10,WELL 01 PRIMARY  - RAW,GW,North Kings GSA
CA1000217,CENTRAL HIGH SCHOOL WEST,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.768629,-119.971046,10,WELL 02 - STANDBY,GW,North Kings GSA
CA1000221,WASHINGTON UNION HIGH SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.64726,-119.792071,23,WELL 01 - RAW,GW,North Kings GSA
CA1000221,WASHINGTON UNION HIGH SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.648164,-119.79288,23,WELL 02 - RAW,GW,North Kings GSA
CA1000221,WASHINGTON UNION HIGH SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.649466,-119.795383,23,WELL 03 - RAW,GW,North Kings GSA
CA1000229,GREEN ACRES MOBILE HOME ESTATE,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.780475,-119.854249,112,WELL 01 - RAW,GW,North Kings GSA
CA1000230,FRESNO COUNTY SPORTSMEN'S CLUB,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.887298,-119.784044,8,WELL 01 - RAW,GW,North Kings GSA
CA1000244,SHADY LAKES MOBILE HOME PARK,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.652995,-119.737183,60,WELL 01- RAW,GW,North Kings GSA
CA1000248,DOUBLE L MOBILE RANCH PARK,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.713367,-119.996087,37,WELL 02 - PRIMARY WELL,GW,North Kings GSA
CA1000259,NEW HORIZONS MOBILE/RV PARK,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.756451,-119.848141,66,WELL 02,GW,North Kings GSA
CA1000276,ORANGE CENTER SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.68237,-119.781247,3,WELL 01,GW,North Kings GSA
CA1000277,ELM COURT,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.682918,-119.788552,12,WELL 01,GW,North Kings GSA
CA1000285,WASHINGTON COLONY SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.649485,-119.788349,12,NORTH WELL - STANDBY,GW,North Kings GSA
CA1000285,WASHINGTON COLONY SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.648926,-119.786549,12,PRIMARY WELL,GW,North Kings GSA
CA1000285,WASHINGTON COLONY SCHOOL,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.648133,-119.78791,12,SOUTH WELL - IRRIGATION,GW,North Kings GSA
CA1000298,WOODWARD BLUFFS MHP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.873381,-119.791609,172,WELL 01- RAW,GW,North Kings GSA
CA1000299,THREE PALMS MOBILEHOME PARK,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.76835,-119.836003,105,WELL 03 - RAW,GW,North Kings GSA
CA1000362,GOLDEN STATE VINTNERS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.672746,-119.924019,1,MAIN WELL - STANDBY,GW,North Kings GSA
CA1000362,GOLDEN STATE VINTNERS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.676936,-119.934563,1,SECONDARY WELL - STANDBY,GW,North Kings GSA
CA1000362,GOLDEN STATE VINTNERS,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.673507,-119.924558,1,WELL 03,GW,North Kings GSA
CA1000366,SUNNYSIDE CONVALESCENT HOSP,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.695568,-119.716829,3,WELL 01,GW,North Kings GSA
CA1000378,SUNSET WEST COMMUNITY LLC,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.782076,-119.850229,159,PRIMARY WELL,GW,North Kings GSA
CA1000378,SUNSET WEST COMMUNITY LLC,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.782088,-119.850199,159,WELL 02 - STANDBY,GW,North Kings GSA
CA1000389,WILD WATER ADVENTURES,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.801875,-119.582381,11,WELL 02 - RAW - SECONDARY WELL,GW,North Kings GSA
CA1000389,WILD WATER ADVENTURES,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.801137,-119.583314,11,WELL 03 - RAW -  PRIMARY WELL,GW,North Kings GSA
CA1000399,SAF-T-CAB,5-022.08,SAN JOAQUIN VALLEY - KINGS,36.687536,-119.756467,3,WELL 01,GW,North Kings GSA
